index,reviewid,artist,title,score,author
476,8834,xtc,coat of many cupboards,9.0,dominique leone
477,8781,brian wilson,smile,9.0,dominique leone
478,18442,sly and the family stone,higher,9.0,nate patrin
479,7165,a silver mt zion,he has left us alone but shafts of light sometimes grace the corners of our rooms,9.0,matt lemay
480,6730,redd kross,neurotica,9.0,kyle reiter
481,2475,the dukes of stratosphear,chips from the chocolate fireball,9.0,jason nickey
482,3402,gas,pop,9.0,mark richard-san
483,15887,miles davis,the bootleg series volume 1 live in europe 1967,9.0,hank shteamer
485,22661,kleenex liliput,first songs,9.0,jenn pelly
486,18820,burial,rival dealer,9.0,larry fitzmaurice
487,15688,archers of loaf,icky mettle,9.0,matt lemay
488,8764,scott walker,the drift,9.0,dominique leone
489,7569,sunburned hand of the man,headdress,9.0,andrew bryant
490,6041,jim orourke,im happy and im singing and a 1 2 3 4,9.0,matt lemay
491,8015,this heat,deceit,9.0,dominique leone
492,5773,the new pornographers,twin cinema,9.0,rob mitchum
493,22336,nick cave and the bad seeds,skeleton tree,9.0,stuart berman
494,18704,songs ohia,the magnolia electric co,9.0,jason heller
495,21901,ryan adams,heartbreaker,9.0,ian cohen
496,11742,sage francis,sick of waiting tables,9.0,rollie pemberton
497,11718,the dbs,stands for decibels repercussion,9.0,chris dahlen
498,15813,st vincent,strange mercy,9.0,ryan dombal
499,21819,anohni,hopelessness,9.0,jenn pelly
500,5816,no neck blues band,sticks and stones may break my bones but words will never hurt me,9.0,david m. pecoraro
501,828,blur,think tank,9.0,brent dicrescenzo
502,22327,angelo badalamenti,twin peaks,9.0,seth colter walls
503,22037,george harrison,all things must pass,9.0,jayson greene
504,4791,liliput,complete recordings,9.0,sam eccleston
505,8826,xiu xiu,fabulous muscles,9.0,matt lemay
506,21542,kanye west,the life of pablo,9.0,jayson greene
507,2256,deerhoof,the runners four,9.0,nick sylvester
508,15081,james blake,james blake,9.0,grayson currin
509,22253,janet jackson,rhythm nation 1814,9.0,julianne escobedo shepherd
510,17942,the breeders,lsxx,9.0,lindsay zoladz
511,22295,frank ocean,blonde,9.0,ryan dombal
512,8564,tom waits,alice and blood money,9.0,william bowers
513,16115,this mortal coil,hdcd box set,9.0,ned raggett
514,995,jeff buckley,grace legacy edition,9.0,dominique leone
515,3832,matthew herbert,secondhand sounds,9.0,mark richard-san
516,7076,set fire to flames,sings reign rebuilder,9.0,brad haywood
517,21407,this heat,this heat,9.0,philip sherburne
518,21477,david bowie,diamond dogs,9.0,barry walters
519,2091,various artists,new waves,9.0,rob mitchum
520,7240,sleater kinney,the woods,9.0,stephen m. deusner
521,11587,fleet foxes,fleet foxes,9.0,stephen m. deusner
522,2783,enduser,15 tracks,9.0,mark martelli
523,426,antena,camino del sol,9.0,brent dicrescenzo
524,1990,various artists,miami sound rare funk and soul from miami florida 1967 1974,9.0,andrew bryant
525,18288,the mountain goats,all hail west texas,9.0,lindsay zoladz
526,429,art bears,art box,9.0,dominique leone
527,8428,caetano veloso,livro,9.0,brent dicrescenzo
528,13078,grizzly bear,veckatimest,9.0,paul thompson
529,284,area,revolution,9.0,dominique leone
530,6930,steve reid,rhythmatism,9.0,jonathan zwickel
531,4443,king geedorah,take me to your leader,9.0,mark martelli
532,13019,company flow,funcrusher plus,9.0,nate patrin
533,2459,drive like jehu,yank crime,9.0,brendan reid
534,9301,junior boys,so this is goodbye,9.0,mark pytlik
535,18200,public image ltd,first issue,9.0,stuart berman
536,8196,tv on the radio,young liars,8.9,eric carr
537,9824,deerhunter,cryptograms,8.9,marc hogan
538,1169,alan braxe,the upper cuts,8.9,mark pytlik
539,11665,the beach boys,sunflower surfs up,8.9,hefner macauley
540,1535,coldcut,let us replay,8.9,james p. wisdom
541,7600,super furry animals,phantom power,8.9,brent dicrescenzo
542,7604,super furry animals,songbook the singles volume one,8.9,marc hogan
543,9601,various artists,journey into paradise the larry levan story,8.9,tim finney
544,11903,betty davis,betty davis,8.9,joshua klein
545,4122,iran,the moon boys,8.9,brandon stosuy
546,1130,bloc party,silent alarm,8.9,nitsuh abebe
547,4274,jóhann jóhannsson,englabrn,8.9,andy beta
548,475,art brut,bang bang rock and roll,8.9,rob mitchum
549,6305,pinetop seven,bringing home the last great strike,8.9,brent s. sirota
550,9810,deerhoof,friend opportunity,8.9,chris dahlen
551,16586,moss icon,complete discography,8.9,hank shteamer
552,967,peter brtzmann,more nipples,8.9,scott hreha
553,21708,various artists,music of morocco recorded by paul bowles 1959,8.9,saby reyes-kulkarni
554,15359,mf doom,operation doomsday,8.9,ian cohen
555,6455,sam prekop,sam prekop,8.9,ryan schreiber
556,20728,miguel,wildheart,8.9,anupa mistry
557,1230,calexico,feast of wire,8.9,joe tangari
558,14755,dexys midnight runners,searching for the young soul rebels,8.9,tom ewing
559,7940,animal collective,spirit theyre gone spirit theyve vanished,8.9,brent s. sirota
560,7949,tarwater,animals suns and atoms,8.9,paul cooper
561,16862,sugar,copper blue,8.9,eric harvey
562,2329,dirty three,whatever you love you are,8.9,mark richard-san
563,835,boards of canada,in a beautiful place out in the country,8.9,paul cooper
564,5267,the microphones,mount eerie,8.9,eric carr
565,22310,julius eastman,femenine,8.9,seth colter walls
566,10490,charles mingus sextet with eric dolphy,cornell 1964,8.9,joe tangari
567,13462,saint etienne,so tough,8.9,jess harvell
568,4794,lilys,zero population growth ep bliss out v15,8.9,chip chanko
569,8430,caetano veloso,antologia 69 03,8.9,liam singer
570,18060,deafheaven,sunbather,8.9,brandon stosuy
571,18050,four tet,rounds,8.9,andy beta
572,19685,the unicorns,who will cut our hair when were gone,8.9,stuart berman
573,3888,robyn hitchcock,jewels for sophia,8.9,zach hooker
574,20,acid mothers temple,the new geocentric world of,8.9,luke buckman
575,11566,various artists,african scream contest raw and psychedelic sounds from benin and togo 70s,8.9,joe tangari
576,19771,oasis,morning glory,8.9,stuart berman
577,6907,arthur russell,the world of arthur russell,8.9,andy beta
578,2712,el p,fantastic damage,8.9,sam chennault
579,8385,united states of america,united states of america,8.9,cameron macdonald
580,13739,animal collective,fall be kind,8.9,mark richardson
581,7598,super furry animals,rings around the world,8.9,brent dicrescenzo
582,7581,sunn 0))),black one,8.9,brandon stosuy
583,12880,various artists,the complete motown singles vol 11a 1971,8.9,joe tangari
584,10953,u2,the joshua tree deluxe edition,8.9,joshua klein
585,191,animal collective,sung tongs,8.9,dominique leone
586,4340,junior boys,last exit,8.9,scott plagenhoef
587,5361,modest mouse,building nothing out of something,8.9,brent dicrescenzo
588,663,tim berne herb robertson copenhagen art ensemble marc ducret,open coma,8.9,chris dahlen
589,5437,morrissey,you are the quarry,8.9,brent dicrescenzo
590,1475,circle,andexelt,8.9,paul cooper
591,12742,bob wills and his texas playboys,the tiffany transcriptions,8.9,stephen m. deusner
592,2878,explosions in the sky,those who tell the truth shall die those who tell the truth shall live forever,8.9,kevin adickes
593,4458,the kinks,muswell hillbillies,8.9,jason josephes
594,8508,ricardo villalobos,achso,8.9,jess harvell
595,2833,ellery eskelin,12 imaginary views,8.9,dominique leone
596,12871,red red meat,bunny gets paid,8.9,mark richardson
598,11715,various artists,the best of studio one,8.9,joe tangari
599,11584,nachtmystium,assassins black meddle pt 1,8.9,brandon stosuy
600,10935,various artists,brazil 70 after tropicalia,8.9,joe tangari
601,11842,the stooges,the stooges,8.9,joe tangari
602,411,ellen allien,berlinette,8.9,nitsuh abebe
603,8380,the unicorns,who will cut our hair when were gone,8.9,eric carr
604,892,boxhead ensemble,two brothers,8.9,alison fields
605,7114,the shins,chutes too narrow,8.9,matt lemay
606,3273,the fiery furnaces,ep,8.9,rob mitchum
607,239,afx,hangable auto bulb,8.9,mark richardson
608,10564,mia,kala,8.9,mark pytlik
609,7428,spoon,kill the moonlight,8.9,eric carr
610,2265,the delgados,peloton,8.9,sarah zupko
611,1545,ornette coleman,ornette,8.8,alex linhardt
612,21656,larry levan,genius of time,8.8,andy beta
613,16948,david lynch alan splet,eraserhead,8.8,mark richardson
614,2000,various artists,ghana soundz afrobeat funk and fusion in 70s ghana,8.8,joe tangari
615,15175,scritti politti,absolute,8.8,tom ewing
616,16806,dirty projectors,swing lo magellan,8.8,grayson currin
617,15950,dntel,life is full of possibilities,8.8,matt lemay
618,3834,matthew herbert,bodily functions,8.8,paul cooper
619,12881,various artists,nigeria 70 funky lagos,8.8,nate patrin
620,576,william basinski,the river,8.8,andy beta
621,10270,the afghan whigs,unbreakable,8.8,stephen m. deusner
622,15321,tune yards,w h o k i l l,8.8,matthew perpetua
623,2691,ekkehard ehlers,plays,8.8,mark richardson
624,8429,caetano veloso,a foreign sound,8.8,stephen m. deusner
625,4707,led zeppelin,how the west was won,8.8,dominique leone
626,4646,lali puna,scary world theory,8.8,paul cooper
627,1543,andrew coleman,everything was beautiful and nothing hurt,8.8,paul cooper
628,7143,sightings,michigan haters,8.8,andrew bryant
629,18190,townes van zandt,high low and in between,8.8,stephen m. deusner
630,19258,oasis,definitely maybe chasing the sun edition,8.8,ryan dombal
631,2272,deltron 3030,deltron 3030,8.8,sam eccleston
632,16031,oneohtrix point never,replica,8.8,mark richardson
633,16564,japandroids,celebration rock,8.8,ian cohen
634,1088,birdtree,orchards and caravans,8.8,brandon stosuy
635,19079,miles davis,miles at the fillmore miles davis 1970 the bootleg series vol 3,8.8,mark richardson
636,20719,vince staples,summertime 06,8.8,jayson greene
637,18821,beyonc,beyonc,8.8,carrie battan
638,7117,matthew shipp,new orbit,8.8,matt lemay
639,14198,flying lotus,cosmogramma,8.8,joe colly
640,12427,prurient,arrowhead,8.8,grayson currin
641,2875,the exploding hearts,guitar romantic,8.8,matt lemay
642,21896,david bowie,changesonebowie,8.8,stephen thomas erlewine
643,15625,rem,lifes rich pageant,8.8,stephen m. deusner
644,15570,shabazz palaces,black up,8.8,eric grandy
645,5898,ac newman,the slow wonder,8.8,brandon stosuy
646,9072,matthew herbert,scale,8.8,jess harvell
647,168,amon dl ii,tanz der lemminge,8.8,dominique leone
648,12371,dj  rupture,uproot,8.8,mark pytlik
649,17243,royal trux,accelerator,8.8,stuart berman
650,5151,matmos,a chance to cut is a chance to cure,8.8,mark richard-san
651,9037,the replacements,dont you know who i think i was the best of the replacements,8.8,mark richardson
652,12315,various artists,awake my soul the original soundtrack   help me to sing songs of the sacred harp,8.8,stephen m. deusner
653,12320,fucked up,the chemistry of common life,8.8,ian cohen
654,12711,nimrod workman,i want to go where things are beautiful,8.8,stephen m. deusner
655,15889,superchunk,foolish,8.8,jess harvell
656,12735,franco and le tout puissant ok jazz,francophonic vol 1 1953 1980,8.8,mike powell
657,15363,fleet foxes,helplessness blues,8.8,larry fitzmaurice
658,19060,real estate,atlas,8.8,jayson greene
659,12282,saint etienne,london conversations the best of saint etienne,8.8,scott plagenhoef
660,21847,prince,around the world in a day,8.8,alan light
661,19094,the war on drugs,lost in the dream,8.8,stuart berman
662,19433,how to dress well,what is this heart,8.8,ian cohen
663,16162,nirvana,live at the paramount,8.8,jayson greene
664,10924,pylon,gyrate plus,8.8,william bowers
665,7563,summer hymns,voice brother and sister,8.8,matt lemay
666,21203,various artists,ork records new york new york,8.8,aaron leitko
667,10844,can,anthology,8.8,joe tangari
668,16503,spiritualized,sweet heart sweet light,8.8,ryan dombal
669,2682,edan,beauty and the beat,8.8,peter macia
670,7565,summer hymns,a celebratory arm gesture,8.8,matt lemay
671,11153,bee gees,greatest,8.8,mark richardson
672,6905,remarc,sound murderer,8.8,scott plagenhoef
673,17522,phosphorescent,muchacho,8.8,jayson greene
675,19820,grouper,ruins,8.8,philip sherburne
676,11058,vampire weekend,vampire weekend,8.8,nitsuh abebe
677,6304,pinetop seven,lest we forget,8.8,joe tangari
678,19923,captain beefheart,sun zoom spark 1970 to 1972,8.8,andy beta
679,3930,hot snakes,suicide invoice,8.8,eric carr
680,3863,high on fire,surrounded by thieves,8.8,isaiah violante
681,19936,ariel pink,pom pom,8.8,jeff weiss
682,20004,david bowie,nothing has changed,8.8,douglas wolk
683,4763,liars,we no longer knew who we were ep and fins to make us more fish like,8.8,eric carr
684,19805,songs ohia,didnt it rain,8.8,jason heller
685,2861,the ex,turn,8.8,joe tangari
686,456,annie,anniemal,8.8,scott plagenhoef
687,7704,simply saucer,cyborgs revisited,8.8,chris dahlen
689,6797,rjd2,deadringer,8.8,sam chennault
690,14688,no age,everything in between,8.8,paul thompson
691,16595,the pharcyde,bizarre ride ii the pharcyde the singles collection music box,8.8,eric harvey
692,20935,dr dre,compton,8.8,jay balfour
693,10082,deerhunter,fluorescent grey,8.8,marc hogan
694,19736,sun ra and his arkestra,in the orbit of ra,8.8,andy beta
695,17437,jawbreaker,bivouac,8.8,brandon stosuy
696,14819,elliott smith,an introduction to,8.8,mark pytlik
697,296,arovane,tides,8.8,paul cooper
698,15120,pj harvey,let england shake,8.8,scott plagenhoef
699,4275,jóhann jóhannsson,virulegu forsetar,8.8,mark richardson
700,8561,tom waits,used songs 1973 1980,8.8,luke buckman
701,18028,daft punk,random access memories,8.8,mark richardson
702,11674,fairport convention,what we did on our holidays,8.8,stephen m. deusner
703,6530,parsley sound,parsley sounds,8.8,hartley goldstein
704,15034,destroyer,kaputt,8.8,mark richardson
705,11438,portishead,third,8.8,nate patrin
706,9481,various artists,what it is,8.8,joe tangari
707,2129,daedelus,invention,8.8,paul cooper
708,10178,feist,the reminder,8.8,ryan dombal
709,19590,fka twigs,lp1,8.8,philip sherburne
710,11407,cut copy,in ghost colours,8.8,mark pytlik
711,21391,fingers inc,another side,8.8,andy beta
712,441,architecture in helsinki,in case we die,8.8,rob mitchum
713,20203,scharpling and wurster,the best of the best show,8.8,nate patrin
714,2815,enon,high society,8.8,rob mitchum
715,5485,ms john soda,no p or d,8.8,eric carr
716,14524,serge gainsbourg jane birkin,jane birkin et serge gainsbourg,8.8,joe tangari
717,21265,underworld,second toughest in the infants,8.8,andrew gaerig
718,11731,brian eno,discreet music,8.8,liam singer
719,9599,merle haggard,hag the best of merle haggard,8.8,stephen m. deusner
720,13441,raekwon,only built 4 cuban linx pt ii,8.8,nate patrin
721,16766,codeine,frigid stars,8.8,brandon stosuy
722,20131,father john misty,i love you honeybear,8.8,mike powell
723,17909,shuggie otis,inspiration information,8.8,eric harvey
724,13421,the beatles,with the beatles,8.8,tom ewing
725,2569,death comet crew,this is riphop,8.8,jonathan zwickel
726,22186,sunny day real estate,how it feels to be something on,8.8,ian cohen
727,22004,van morrison,its too late to stop now volumes ii iii iv and dvd,8.8,brad nelson
728,22663,pink floyd,the early years 1965 1972,8.8,jesse jarnow
729,22052,blood orange,freetown sound,8.8,marcus j. moore
730,11714,various artists,artificial intelligence,8.8,mark richardson
731,1200,band of horses,everything all the time,8.8,stephen m. deusner
732,11699,can,future days,8.8,dominique leone
733,22282,angel olsen,my woman,8.8,jenn pelly
734,2041,various artists,fonotone records,8.8,amanda petrusich
735,2078,various artists,cult cargo belize city boil up,8.8,joe tangari
736,11752,merle haggard,strangers swinging doors and the bottle let me down,8.8,stephen m. deusner
737,21980,cornelius,fantasma,8.8,patrick st. michel
738,3176,sage francis,personal journals,8.7,chris dahlen
739,18390,robbie basho,visions of the country,8.7,grayson haver currin
740,3979,heldon,interface,8.7,dominique leone
741,321,asian dub foundation,community music,8.7,nick mirov
742,2449,dreamies,dreamies 2006 special edition,8.7,joe tangari
743,8571,the walkmen,everyone who pretended to like me is gone,8.7,chris dahlen
744,16175,drexciya,journey of the deep sea dweller i,8.7,philip sherburne
745,18295,fuck buttons,slow focus,8.7,jayson greene
746,22482,solange,a seat at the table,8.7,julianne escobedo shepherd
747,13400,the xx,xx,8.7,andrew gaerig
748,13058,saint etienne,foxbase alpha,8.7,jess harvell
749,18088,scott walker,scott the collection 1967 1970,8.7,mike powell
750,8971,love is all,9 times that same song,8.7,nick sylvester
751,17977,savages,silence yourself,8.7,lindsay zoladz
752,13411,sunny day real estate,diary,8.7,ian cohen
753,17732,the haxan cloak,excavation,8.7,nick neyland
754,2037,various artists,amplify 2002,8.7,dominique leone
755,9883,rhys chatham,a crimson grail,8.7,marc masters
756,753,black dog and black sifichi,unsavoury products,8.7,paul cooper
757,3440,ghost,hypnotic underworld,8.7,brandon stosuy
758,8136,trans am,the red line,8.7,mark richard-san
759,16292,burial,kindred,8.7,andrew ryce
760,10129,joanna newsom,joanna newsom and the ys street band,8.7,douglas wolk
761,1185,boris,pink,8.7,brandon stosuy
762,18402,bob dylan,bootleg series vol 10 another self portrait,8.7,mark richardson
763,5050,majesticons,beauty party,8.7,julianne escobedo shepherd
764,12455,various artists,love train the sound of philadelphia,8.7,nate patrin
765,18886,cybotron,enter,8.7,miles raymer
766,5900,namelessnumberheadman,your voice repeating,8.7,michael idov
767,10287,james blackshaw,the cloud of unknowing,8.7,grayson haver currin
768,12499,pavement,brighten the corners nicene creedence ed,8.7,stuart berman
769,4892,low,things we lost in the fire,8.7,ryan schreiber
770,20457,holly herndon,platform,8.7,winston cook-wilson
771,12547,dj shadow,the 4 track era bundle,8.7,nate patrin
772,12523,a guy called gerald,black secret technology,8.7,tim finney
773,21762,ulver,bergtatt,8.7,zoe camp
774,12635,tp orchestre poly rythmo,the vodoun effect,8.7,joe tangari
775,3383,galerie stratique,nothing down to earth,8.7,paul cooper
776,12760,isaac hayes,black moses,8.7,stephen m. deusner
777,12927,al green,lets stay together,8.7,douglas wolk
778,18565,danny brown,old,8.7,jayson greene
779,5292,mimeo john tilbury,the hands of caravaggio,8.7,matt wellins
780,3656,the go team,thunder lightning strike,8.7,rob mitchum
781,3793,hecker,sun pandmonium,8.7,andy beta
782,392,david axelrod,the edge david axelrod at capitol 1966 1970,8.7,sean fennessey
783,3835,matthew herbert,around the house,8.7,mark richard-san
784,5180,eugene mcdaniels,headless heroes of the apocalypse,8.7,chris dahlen
785,10207,dan deacon,spiderman of the rings,8.7,jess harvell
786,10208,elliott smith,new moon,8.7,matt lemay
787,22444,nicolas jaar,sirens,8.7,jonah bromwich
788,17672,youth lagoon,wondrous bughouse,8.7,ian cohen
789,2551,dj signify,sleep no more,8.7,rollie pemberton
790,9827,frank sinatra,vegas live,8.7,stephen trouss
791,5440,mos def,black on both sides,8.7,andrew goldman
792,9796,of montreal,hissing fauna are you the destroyer,8.7,rob mitchum
793,21306,bruce springsteen,the ties that bind the river collection,8.7,stephen thomas erlewine
794,14255,saint etienne,tiger bay,8.7,marc hogan
795,3977,the hold steady,separation sunday,8.7,tom breihan
796,17072,ride,going blank again,8.7,ian cohen
797,22639,sun ra,singles,8.7,dean van nguyen
798,4785,gyorgy ligeti,"Ligeti Project Vol.2 - Lontano, Atmosphères, Apparitions, San Francisco Polyphony & Concert Românesc",8.7,dominique leone
799,1626,elvis costello,king of america,8.7,stephen m. deusner
800,9536,tom moulton,a tom moulton mix,8.7,alex linhardt
801,14870,girls,broken dreams club,8.7,david bevan
802,1178,the band,a musical history,8.7,stephen m. deusner
803,9497,tim hecker,harmony in ultraviolet,8.7,mark richardson
804,21488,david bowie,young americans,8.7,douglas wolk
805,11778,merzbow,pulse demon,8.7,alexander lloyd linhardt
806,14853,suede,the best of suede,8.7,scott plagenhoef
807,9479,califone,roots and crowns,8.7,amanda petrusich
808,16452,chromatics,kill for love,8.7,marc hogan
809,16744,ty segall band,slaughterhouse,8.7,stuart berman
810,3927,hot hot heat,make up the breakdown,8.7,rob mitchum
811,1066,brother ali,shadows on the sun,8.7,rollie pemberton
812,14662,das racist,sit down man,8.7,ian cohen
813,9426,mastodon,blood mountain,8.7,brandon stosuy
814,14678,how to dress well,love remains,8.7,mark richardson
815,3261,felt,stains on a decade,8.7,scott plagenhoef
816,55,adult,resuscitation,8.7,nitsuh abebe
818,1339,cassetteboy,the parker tapes,8.7,chris dahlen
819,5059,stephen malkmus and the jicks,face the truth,8.7,sam ubl
820,16512,death grips,the money store,8.7,jayson greene
821,6641,bogdan raczynski,96 drum n bass classixxx,8.7,mark martelli
822,14251,sleigh bells,treats,8.7,mark richardson
823,1791,camron,purple haze,8.7,tom breihan
824,14203,the national,high violet,8.7,andrew gaerig
825,1564,common,like water for chocolate,8.7,taylor m. clark
826,6611,quasimoto,astronaut,8.7,sam chennault
827,13683,various artists,can you dig it the music and politics of black action films 1968 75,8.7,nate patrin
828,921,tyondai braxton,history that has no effect,8.7,joe tangari
829,9742,charlemagne palestine and tony conrad,an aural symbiotic mystery,8.7,grayson currin
830,2028,various artists,mutant disco,8.7,alex linhardt
831,17565,marianne faithfull,broken english deluxe edition,8.7,lindsay zoladz
832,13820,franco and le tout puissant ok jazz,francophonic vol 2 1980 1989,8.7,douglas wolk
833,17504,oneohtrix point never,rifts,8.7,marc masters
834,3060,the fire show,saint the fire show,8.7,joe tangari
835,1504,the clientele,the violet hour,8.7,scott plagenhoef
836,17491,herbert,bodily functions,8.7,andrew ryce
837,2148,dlek,from filthy tongue of gods and griots,8.7,david m. pecoraro
838,11733,cluster brian eno,cluster and eno,8.7,mark richardson
839,21178,bob dylan,the cutting edge 1965 1966 the bootleg series volume 12,8.7,mark richardson
840,17434,bikini kill,bikini kill,8.7,lindsay zoladz
841,14010,titus andronicus,the monitor,8.7,rob mitchum
842,21108,oneohtrix point never,garden of delete,8.7,philip sherburne
843,5555,menomena,i am the fun blame monster,8.7,joe tangari
844,14068,the white stripes,under great white northern lights,8.7,ryan dombal
845,3438,ghost,snuffbox immanence,8.7,ryan schreiber
846,7887,various artists,kill bill vol 1,8.7,alex linhardt
847,1724,café tacvba,cuatro caminos,8.7,alexander lloyd linhardt
848,17205,andy stott,luxury problems,8.7,mark richardson
849,4747,les savy fav,rome,8.7,matt lemay
850,14917,robyn,body talk,8.7,marc hogan
851,21269,gloria ann taylor,love is a hurtin thing,8.7,andy beta
852,10428,various artists,saturday night fever,8.7,stephen m. deusner
853,18538,the field,cupids head,8.7,larry fitzmaurice
854,9365,grizzly bear,yellow house,8.7,mark richardson
855,20148,sleater kinney,no cities to love,8.7,jenn pelly
856,11698,can,monster movie,8.7,dominique leone
857,10658,kanye west,graduation,8.7,mark pytlik
858,10455,laurie anderson,big science,8.7,joshua klein
859,10945,robyn hitchcock,i wanna go backwards,8.7,matt lemay
860,12266,the replacements,tim,8.7,mark richardson
861,10509,okkervil river,the stage names,8.7,stephen m. deusner
862,1148,build an ark,peace with every step,8.7,cameron macdonald
863,10535,life without buildings,live at the annandale hotel,8.7,brian howe
864,19832,boards of canada,hi scores,8.7,philip sherburne
865,11549,bonnie prince billy,lie down in the light,8.7,stephen m. deusner
866,6448,prefuse 73,vocal studies  uprock narratives,8.7,christopher dare
867,5507,dorine muraille,mani,8.7,jascha hoffman
868,19824,drexciya,neptunes lair,8.7,andy beta
869,10488,lee scratch perry,ape ology,8.7,mike powell
870,4216,jay z,the blueprint,8.7,ethan p.
871,11206,fleet foxes,sun giant,8.7,stephen m. deusner
872,19148,todd terje,its album time,8.7,mike powell
873,12174,robyn hitchcock and the egyptians,luminous groove,8.7,matt lemay
874,20155,the staple singers,freedom highway complete,8.7,stephen m. deusner
875,11263,rhys chatham and his guitar trio all stars,guitar trio is my life,8.7,grayson currin
876,19075,cloud nothings,here and nowhere else,8.7,ian cohen
877,11844,judee sill,judee sill,8.7,dominique leone
878,5503,mm,please smile my noise bleed,8.7,christopher f. schiel
879,15918,real estate,days,8.7,marc masters
880,19755,aphex twin,syro,8.7,mark richardson
881,1694,the cure,three imaginary boys,8.7,nitsuh abebe
882,15998,atlas sound,parallax,8.7,nick neyland
883,19885,the afghan whigs,gentlemen at 21,8.7,stephen m. deusner
884,6917,max richter,the blue notebooks,8.7,mark pytlik
885,65,aesop rock,labor days,8.7,nitsuh abebe
886,4351,michael jackson,the essential michael jackson,8.7,david raposa
887,22277,william basinski,92982,8.7,kevin lozano
888,15656,megadeth,peace sells but whos buying,8.7,jess harvell
889,2021,various artists,total 6,8.7,jess harvell
890,10688,ricardo villalobos,fabric 36,8.7,jess harvell
891,3222,edith frost,wonder wonder,8.7,john dark
892,3654,the go team,thunder lightning strike,8.7,ryan schreiber
893,7983,thee headcoats,headcoats down,8.7,dan kilian
894,11524,steinski,what does it all mean 1983 2006 retrospective,8.7,nate patrin
895,2079,various artists,eccentric soul the deep city label,8.7,joe tangari
896,18864,max richter,memoryhouse,8.7,grayson haver currin
897,11608,lil wayne,tha carter iii,8.7,ryan dombal
898,20079,panda bear,panda bear meets the grim reaper,8.7,stuart berman
899,5357,modest mouse,night on the sun,8.7,d. erik kempke
900,910,glenn branca,lesson no 1,8.7,liam singer
901,1590,constantines,constantines,8.7,dan kilian
902,19181,life without buildings,any other city,8.7,lindsay zoladz
903,11683,bright eyes,im wide awake its morning,8.7,chris dahlen
904,4355,sharon jones and the dap kings,naturally,8.7,cameron macdonald
905,2339,the dismemberment plan,change,8.6,ryan schreiber
906,6467,archer prewitt,white sky,8.6,ryan schreiber
907,19514,spoon,they want my soul,8.6,ryan dombal
908,5366,mogwai,my father my king,8.6,christopher f. schiel
909,11429,love,forever changes,8.6,stephen m. deusner
910,8270,shugo tokumaru,night piece,8.6,nick sylvester
911,7438,spring heel jack,masses,8.6,christopher dare
912,9653,john fahey,sea changes and coelacanths a young persons guide to john fahey,8.6,marc masters
913,10668,the tough alliance,a new chance,8.6,marc hogan
914,21098,franoise hardy,tous les garons et les filles,8.6,hazel cills
915,22600,abba,arrival,8.6,simon goddard
916,21041,neon indian,vega intl night school,8.6,ian cohen
917,17623,iceage,youre nothing,8.6,brandon stosuy
918,1231,calexico,even my sure things fall through,8.6,joe tangari
919,180,and you will know us by the trail of dead,relative ways,8.6,kevin adickes
920,3648,gang gang dance,gods money,8.6,brandon stosuy
921,13807,vampire weekend,contra,8.6,mike powell
922,13830,owen pallett,heartland,8.6,nitsuh abebe
923,4027,richard hell,spurts the richard hell story,8.6,jason crock
924,19483,mike cooper,trout steel,8.6,jayson greene
925,11418,kid creole,going places the august darnell years 1976 1983,8.6,andy battaglia
926,13861,four tet,there is love in you,8.6,mark richardson
927,8972,serena maneesh,serena maneesh,8.6,nick sylvester
928,4590,the knife,silent shout,8.6,mark pytlik
929,21125,the promise ring,nothing feels good,8.6,ian cohen
930,11366,willie nelson,one hell of a ride,8.6,stephen m. deusner
931,7956,teenage fanclub,four thousand seven hundred and sixty six seconds a shortcut to teenage fanclub,8.6,alex linhardt
932,3321,the foreign exchange,connected,8.6,jamin warren
933,19570,pallbearer,foundations of burden,8.6,brandon stosuy
934,21326,archy marshall,a new place 2 drown,8.6,jayson greene
935,2200,miles davis,the complete jack johnson sessions,8.6,dominique leone
936,6521,linda perhacs,parallelograms,8.6,andy beta
937,19926,unwound,no energy,8.6,sam hockley-smith
938,8711,wire,read and burn 02,8.6,eric carr
939,16805,twin shadow,confess,8.6,ian cohen
940,14516,arcade fire,the suburbs,8.6,ian cohen
941,14515,queens of the stone age,rated r,8.6,sean fennessey
942,7476,stars of the lid,the tired sounds of,8.6,mark richard-san
943,14605,the walkmen,lisbon,8.6,tom breihan
944,16678,drexciya,journey of the deep sea dweller ii,8.6,andrew gaerig
945,7023,schlammpeitziger,collected simplesongs of my temporary past,8.6,mark richardson
946,11315,melchior productions,no disco future,8.6,philip sherburne
947,1015,built to spill,ancient melodies of the future,8.6,spencer owen
948,5541,madlib,shades of blue madlib invades blue note,8.6,scott hreha
949,16577,abba,the visitors,8.6,tom ewing
950,11027,various artists,black mirror reflections in global music,8.6,mike mcgonigal
951,16537,killer mike,rap music,8.6,ian cohen
952,974,james brown,in the jungle groove,8.6,dominique leone
953,6652,radio birdman,the essential radio birdman,8.6,joe tangari
954,22044,michael jackson,dangerous,8.6,jeff weiss
955,1202,booka shade,movements,8.6,tim finney
956,14449,the dream,love king,8.6,david drake
957,11160,atlas sound,let the blind lead those who can see but cannot feel,8.6,marc hogan
958,19762,caribou,our love,8.6,jamieson cox
