index,reviewid,artist,title,score,author
498,3765,juliana hatfield,made in china,5.0,rachel khong
499,139,aluminium group,pelo,5.0,john dark
500,16325,ulrich schnauss mark peters,underrated silence,5.0,jess harvell
501,16309,plants and animals,the end of that,5.0,ian cohen
502,17671,suuns,images du futur,5.0,ian cohen
503,12394,,xs on your eyes,5.0,kasia galazka
504,16237,waka flocka flame french montana,lock out,5.0,david turner
505,10665,hot hot heat,happiness ltd,5.0,matt lemay
507,21308,pimp c,long live the pimp,5.0,matthew ramirez
508,4704,le tigre,from the desk of mr lady,5.0,richard m. juzwiak
509,5339,mix master mike,bangzilla,5.0,peter macia
510,16405,pepe delux,queen of the wave,5.0,ian cohen
511,20762,statik selektah,lucky 7,5.0,jay balfour
512,8535,vietnam,the concretes always grayer on the other side of the street,5.0,jonathan zwickel
513,20735,creepoid,cemetery highrise slum,5.0,zoe camp
514,687,jello biafra,the big ka boom,5.0,alison fields
515,16192,pictureplane,dimensional rip 7 thee physical remixes,5.0,andrew ryce
516,8329,u2,all that you cant leave behind,5.0,brent dicrescenzo
517,17876,the thermals,desperate ground,5.0,ian cohen
518,5419,the mooney suzuki,alive and amplified,5.0,david moore
519,20349,todd rundgren emil nikolaisen hans peter lindstrm,runddans,5.0,stuart berman
520,9343,supersystem,a million microphones,5.0,adam moerder
521,11102,robert pollard,superman was a rocker,5.0,matt lemay
522,12145,the verve,forth,5.0,mark pytlik
523,5596,mount eerie,no flashlight,5.0,sam ubl
524,15702,is tropical,native to,5.0,eric harvey
525,15687,wu tang,legendary weapons,5.0,ian cohen
526,9533,cold war kids,robbers and cowards,5.0,marc hogan
527,17435,von,satanic blood,5.0,grayson currin
528,21181,yacht,i thought the future would be cooler,5.0,patric fallon
529,17457,charli xcx,super ultra,5.0,miles raymer
530,17159,lil wayne,dedication 4,5.0,jayson greene
531,22678,hodgy,fireplace thenottheotherside,5.0,matthew strauss
532,21752,dinner,psychic lovers,5.0,marc hogan
533,6748,rem,reveal,5.0,matt lemay
534,5138,masters of the hemisphere,protest a dark anniversary,5.0,rob mitchum
535,17096,yoko ono   kim gordon   thurston moore,yokokimthurston,5.0,stuart berman
536,11779,ministry,early trax,5.0,cameron macdonald
537,10847,the warlocks,heavy deavy skull lover,5.0,stuart berman
538,11885,matthew friedberger,winter women holy ghost language school,5.0,rob mitchum
539,22010,palmistry,pagan,5.0,kevin lozano
540,7765,the silent league,the orchestra sadly has refused,5.0,rob mitchum
541,10791,9th wonder,the dream merchant 2,5.0,nate patrin
542,10814,ian brown,the world is yours,5.0,joe tangari
543,15482,death cab for cutie,codes and keys,5.0,larry fitzmaurice
544,3805,the helio sequence,love and distance,5.0,brian howe
545,9949,kaiser chiefs,yours truly angry mob,5.0,eric harvey
546,9428,silversun pickups,carnavas,5.0,rachel khong
547,10659,crippled black phoenix,a love of shared disasters,5.0,brian howe
548,16729,the hundred in the hands,red night,5.0,ian cohen
549,17525,ti,trouble man heavy is the head,5.0,ian cohen
550,10986,polysics,polysics or die vista,5.0,adam moerder
551,21235,pope francis,wake up,5.0,jia tolentino
552,16875,three mile pilot,maps,5.0,jess harvell
553,16944,bloc party,four,4.9,ian cohen
554,4560,kings of leon,aha shake heartbreak,4.9,stephen m. deusner
555,8723,wobbly,wild why,4.9,matthew wellins
556,14526,dead confederate,sugar,4.9,stephen m. deusner
557,11496,witch,paralyzed,4.9,david raposa
558,11401,the kooks,konk,4.9,ian cohen
559,6819,the rogers sisters,purely evil,4.9,brian james
560,20641,ryn weaver,the fool,4.9,miles raymer
561,10900,amy winehouse,frank,4.9,douglas wolk
562,7480,starsailor,silence is easy,4.9,john o'connor
563,14505,robert pollard,moses on a snail,4.9,paul thompson
564,9588,electric six,switzerland,4.9,adam moerder
565,16778,david banner,sex drugs and video games,4.9,jordan sargent
566,2157,damon and naomi kurihara,song to the siren live,4.9,ryan kearney
567,11737,earth,living in the gleam of an unsheathed sword,4.9,austin gaines
568,3394,gordon gano,hitting the ground,4.9,eric carr
569,19072,young money,rise of an empire,4.9,carrie battan
570,4337,jedi mind tricks,visions of gandhi,4.9,rollie pemberton
571,2987,the fantmas melvins big band,millennium monsterwork,4.9,dominique leone
572,19429,50 cent,animal ambition,4.9,ian cohen
573,14155,we are the world,clay stones,4.9,joshua love
574,8734,wolfie,and the coat and hat,4.9,brent dicrescenzo
575,17208,matthew friedberger,matricidal sons of bitches,4.9,laura snapes
576,9629,robert lippok,robot,4.9,mark richardson
577,18532,hunters,hunters,4.9,ian cohen
578,7873,soundtrack,run lola run,4.9,sarah zupko
579,20951,halsey,badlands,4.9,nathan reese
580,13833,underworld vs the misterons,athens,4.9,andrew gaerig
581,13821,kanye west,vh1 storytellers,4.9,scott plagenhoef
582,14319,the las,callin all,4.9,amy granzin
583,8324,ziq kazumi,the fear,4.9,ryan schreiber
584,19161,pink mountaintops,get back,4.9,grayson haver currin
585,21876,jean michel jarre,electronica 2 the heart of noise,4.9,daniel martin-mccormick
586,17070,aap mob,lords never worry,4.9,jordan sargent
587,4817,little wings,light green leaves,4.9,kevin adickes
588,21148,zomby,lets jam 1,4.9,andrew gaerig
589,18763,black flag,what the,4.9,hank shteamer
590,528,badly drawn boy,about a boy,4.9,brad haywood
591,13741,jay farrar and benjamin gibbard,one fast move or im gone music from kerouacs big sur,4.9,stephen m. deusner
592,1714,caesars,paper tigers,4.9,marc hogan
593,11190,jack peate,matine,4.9,tom ewing
594,7473,stars as eyes,loud new shit,4.9,brandon stosuy
595,2930,eyeball skeleton,1,4.9,johnny loftus
596,7810,supersystem,always never again,4.9,jason crock
597,21301,parquet courts,monastic living,4.9,jazz monroe
598,10918,six organs of admittance,shelter from the ash,4.9,grayson currin
599,16623,zulu winter,language,4.9,laura snapes
600,13322,broken records,until the earth begins to part,4.9,ian cohen
601,16465,breton,other peoples problems,4.9,laura snapes
602,19643,1111,1111,4.9,philip sherburne
603,6206,pearl jam,riot act,4.9,kyle reiter
604,673,bettie serveert,private suit,4.9,kristin sage rockermann
605,18690,minor alps,get there,4.9,joel oliphint
606,1362,cave in,jupiter,4.9,ryan kearney
607,1400,charity empressa,charity empressa,4.9,joe tangari
608,11790,nurse with wound,salt marie celeste,4.9,alexander lloyd linhardt
609,19052,laibach,spectre,4.9,douglas wolk
610,21521,foxes,all i need,4.9,sarah sahim
611,19505,luluc,passerby,4.9,stephen deusner
612,13154,kasabian,west ryder pauper lunatic asylum,4.9,ian cohen
613,18138,rivers cuomo scott murphy,scott and rivers,4.9,ian cohen
614,4599,kill memory crash,american automatic,4.9,cameron macdonald
615,12911,prince,lotusflow3r,4.9,jess harvell
616,11936,nurse with wound,huffin rag blues,4.9,andrew gaerig
617,20028,mr oizo,the church,4.9,jonah bromwich
618,4555,kaospilot,kaospilot,4.9,brandon stosuy
619,15136,arbouretum,the gathering,4.9,jayson greene
620,7930,tangerine dream,journey through a burning brain,4.9,dominique leone
621,17946,cayucas,bigfoot,4.9,ian cohen
622,19856,julian casablancas  the voidz,tyranny,4.9,larry fitzmaurice
623,10352,editors,an end has a start,4.9,adam moerder
624,4205,japancakes,the sleepy strange,4.9,matt lemay
625,15231,rainbow arabia,boys and diamonds,4.9,mark pytlik
626,2686,eels,souljacker,4.9,dominique leone
627,12180,metallica,death magnetic,4.9,cosmo lee
628,22507,gods wisdom,self restraint,4.9,matthew ramirez
629,12950,pet shop boys,yes,4.9,douglas wolk
630,12828,the weight,are men,4.9,joshua love
631,6182,andy partridge,fuzzy warbles volumes 3 and 4,4.9,dominique leone
632,1124,a band of bees,free the bees,4.9,marc hogan
633,2419,the donnas,turn 21,4.9,john dark
634,3152,for stars,airline people,4.9,ryan kearney
635,12886,1990s,kicks,4.9,rebecca raber
636,16133,gucci mane v nasty,baytl,4.9,jordan sargent
637,10654,50 cent,curtis,4.9,ryan dombal
638,4753,lesser,mensa dance squad,4.9,malcolm seymour iii
639,5661,matisyahu,youth,4.9,sean fennessey
640,20531,yelawolf,love story,4.9,jay balfour
641,2137,daft punk,human after all,4.9,mark pytlik
642,20321,twin shadow,eclipse,4.9,jayson greene
643,20076,vetiver,complete strangers,4.9,grayson haver currin
644,1541,coldplay,xy,4.9,joe tangari
645,2619,diamond nights,once we were diamonds,4.9,adam moerder
646,22001,amy klein,fire,4.9,pat healy
647,9256,knut,alter,4.9,cory d. byrom
648,15553,graham wright,shirts vs skins,4.9,ian cohen
649,11574,mixel pixel,lets be friends,4.9,rebecca raber
650,5117,the mars volta,deloused in the comatorium,4.9,brent dicrescenzo
651,12311,oasis,dig out your soul,4.9,stuart berman
652,919,bratmobile,girls get busy,4.9,alison fields
653,17821,the black angels,indigo meadow,4.9,steven hyden
654,18519,peter gabriel,and ill scratch yours,4.9,stephen m. deusner
655,12389,snow patrol,a hundred million suns,4.9,joshua love
656,15479,the most serene republic,pre serene thee oneironauts,4.9,lindsay zoladz
657,10409,the smashing pumpkins,zeitgeist,4.9,rob mitchum
658,17859,stornoway,tales from terra firma,4.9,jayson greene
659,8152,tricky,vulnerable,4.9,scott plagenhoef
660,9992,fulton lights,fulton lights,4.9,eric harvey
661,10058,high priest,born identity,4.9,eric harvey
662,21600,hxlt,hxlt,4.9,ernest wilkins
663,11934,pwrfl power,pwrfl power,4.9,robbie mackey
664,12992,conor oberst and the mystic valley band,outer south,4.9,joshua love
665,14602,philip selway,familial,4.9,mark pytlik
666,17391,wiz khalifa,onifc,4.8,jordan sargent
667,11032,lisa gerrard,the best of lisa gerrard,4.8,joshua klein
668,11094,the cake sale,the cake sale,4.8,joe tangari
669,15091,dream diary,you are the beat,4.8,larry fitzmaurice
670,15868,cerebral ballzy,cerebral ballzy,4.8,david raposa
671,12678,sbach,sbach,4.8,david raposa
672,420,adventure time,dreams of water themes,4.8,nick sylvester
673,1415,the chemical brothers,hey boy hey girl,4.8,zach hooker
674,12654,modern skirts,all of us in our night,4.8,joshua love
675,1815,criteria,when we break,4.8,adam moerder
676,12164,ilya e. monosov,seven lucky plays or how to fix songs for a broken heart,4.8,roque strew
677,10303,king kong,buncha beans,4.8,brandon stosuy
678,15759,the game,the red album,4.8,jordan sargent
679,9840,laibach,volk,4.8,marc masters
680,5741,the negro problem,welcome black,4.8,eric carr
681,11075,hello blue roses,the portrait is finished and i have failed to capture your beauty,4.8,marc hogan
682,5776,new radiant storm king,the steady hand,4.8,zach baron
683,14058,matt pond pa,the dark leaves,4.8,ian cohen
684,6046,beth orton,daybreaker,4.8,jason nickey
685,19780,tricky,adrian thaws,4.8,nick neyland
686,2258,gene defcon,throw up and die,4.8,brian howe
687,13632,miles benjamin anthony robinson,summer of fear,4.8,amy granzin
688,21161,el vy,return to the moon,4.8,andrew gaerig
689,21382,benji hughes,songs in the key of animals,4.8,evan rytlewski
690,2122,d,deception pass,4.8,brandon stosuy
691,6105,ol dirty bastard,the definitive ol dirty bastard story,4.8,ryan dombal
692,1341,cassius,1999,4.8,james p. wisdom
693,1483,clairvoyants,your new boundaries,4.8,brad haywood
694,20158,s carey,supermoon,4.8,evan rytlewski
695,15319,the low anthem,smart flesh,4.8,ian cohen
696,1770,tom carter,monument,4.8,catherine lewis
697,176,anasarca,discography 1994 1997,4.8,camilo arturo leslie
698,10255,goldrush,the heart is the place,4.8,marc hogan
699,17233,alt j,an awesome wave,4.8,laura snapes
700,8262,two gallants,what the toll tells,4.8,brian howe
701,13877,via audio,animalore,4.8,marc hogan
702,13790,r kelly,untitled,4.8,sean fennessey
703,15095,modern skirts,gramahawk,4.8,ian cohen
704,12291,the streets,everything is borrowed,4.8,mark pytlik
705,19023,skaters,manhattan,4.8,stuart berman
706,16983,clark,fantasm planes,4.8,nick neyland
707,15661,inc,3,4.8,ian cohen
708,7448,squarepusher,do you know squarepusher,4.8,dominique leone
709,4209,jarboe,the men album,4.8,cory d. byrom
710,12527,don caballero,punkgasm,4.8,brian howe
711,7885,various artists,the virgin suicides,4.8,mark richard-san
712,3052,the figgs,slow charm,4.8,rob mitchum
713,13716,hall and oates,do what you want be what you are the music of daryl hall and john oates,4.8,douglas wolk
714,10927,west indian girl,4th and wall,4.8,eric harvey
715,10948,fog,ditherer,4.8,brian howe
716,13628,maps,turning the mind,4.8,ian cohen
717,12721,longwave,secrets are sinister,4.8,ian cohen
718,11168,mike bones,the sky behind the sea,4.8,andrew gaerig
719,14158,kurupt,streetlights,4.8,zach kelly
720,5920,nicolay,city lights volume 15,4.8,sam ubl
721,11431,experimental dental school,jane doe loves me,4.8,mike orme
722,13184,regina spektor,far,4.8,joshua love
723,10098,the bark haze,total joke era   lp,4.8,grayson currin
724,11949,roommate,we were enchanted,4.8,stephen m. deusner
725,18697,latyrx,the second album,4.8,nate patrin
726,14477,the magic numbers,the runaway,4.8,larry fitzmaurice
727,16178,snow patrol,fallen empires,4.8,hari ashurst
728,20395,jackson scott,sunshine redux,4.8,ian cohen
729,16418,s/s/s,beak and claw,4.8,jayson greene
730,16186,lupe fiasco,friend of the people,4.8,jayson greene
731,16703,the hives,lex hives,4.8,evan minsker
732,7814,say hi to your mom,ferocious mopes,4.8,marc hogan
733,21736,lil yachty,lil boat,4.8,sheldon pearce
734,10359,dj khaled,we the best,4.8,tom breihan
735,11371,south,you are here,4.8,ian cohen
736,14680,eskmo,eskmo,4.8,brian howe
737,19870,mapei,hey hey,4.8,jamieson cox
738,18610,boardwalk,boardwalk,4.8,harley brown
739,16358,tim fite,aint aint aint,4.8,paul thompson
740,17674,javelin,hi beams,4.8,zach kelly
741,18469,summer camp,summer camp,4.8,zach kelly
742,4910,lullaby for the working class,song,4.8,neil lieberman
743,14557,elk city,house of tongues,4.8,amy granzin
744,16319,goatwhore,blood for the master,4.8,grayson currin
745,16303,lucky dragons,existers,4.8,brian howe
746,13031,el grupo nuevo de omar rodriguez lopez,cryptomnesia,4.8,joshua klein
747,13034,eminem,relapse,4.8,ian cohen
748,13045,green day,21st century breakdown,4.8,jess harvell
749,8920,zwan,mary star of the sea,4.8,ryan schreiber
750,3998,robert henke,signal to noise,4.8,mark richardson
751,4980,louis xiv,illegal tender,4.8,marc hogan
752,13311,the skygreen leopards,gorgeous johnny,4.8,zach kelly
753,6672,rainer maria,catastrophe keeps us together,4.8,rob mitchum
754,3063,the firebird band,the drive,4.8,joe tangari
755,10028,paula frazer and tarnation,now its time,4.8,stephen m. deusner
756,10450,prince,planet earth,4.8,douglas wolk
757,22673,various artists,the hamilton mixtape,4.8,jayson greene
758,14227,nils frahm,the bells,4.8,brian howe
759,21321,coldplay,a head full of dreams,4.8,stuart berman
760,16615,silversun pickups,neck of the woods,4.8,stuart berman
761,19969,neil young,storytone,4.8,rob mitchum
762,17514,mice parade,candela,4.8,grayson currin
763,11158,sia,some people have real problems,4.8,liz colville
764,186,the angels of light,how i loved you,4.8,richard m. juzwiak
765,12093,tittsworth,12 steps,4.8,marc hogan
766,9773,ooioo,taiga,4.8,grayson currin
767,12475,the uglysuit,the uglysuit,4.8,rebecca raber
768,7377,soundtrack of our lives,origin 1,4.8,adam moerder
769,2454,dressy bessy,pink hearts yellow moons,4.8,mark richard-san
770,22216,zhu,generationwhy,4.8,rebecca haithcoat
771,5650,make believe,shock of being,4.8,joe tangari
772,1558,comet gain,tigertown pictures,4.8,zach hooker
773,13204,chris garneau,el radio,4.8,joshua klein
774,12374,ryan adams and the cardinals,cardinology,4.7,joshua love
775,13047,graham coxon,the spinning top,4.7,marc hogan
776,12679,booka shade,cinematic shades,4.7,roque strew
777,11568,weezer,weezer,4.7,marc hogan
778,21353,prince,hitnrun phase two,4.7,david drake
779,12430,z ro,crack,4.7,evan mcgarvey
780,12269,various artists,nobody knows anything dfa presents supersoul recordings,4.7,douglas wolk
781,11074,fripp and eno,beyond even,4.7,joshua klein
782,1638,cousteau,cousteau,4.7,joe tangari
783,3828,her space holiday,the past presents the future,4.7,marc hogan
784,19157,grieves,winter and the wolves,4.7,jonah bromwich
785,12153,the dark romantics,heartbreaker,4.7,jayson greene
786,20969,gardens and villa,music for dogs,4.7,zoe camp
787,11585,my morning jacket,evil urges,4.7,eric harvey
788,13190,freeway,philadelphia freeway 2,4.7,tom breihan
789,13415,scarlett johansson pete yorn,break up,4.7,marc hogan
790,4992,the lost patrol band,the lost patrol band,4.7,cory d. byrom
791,10942,tom brosseau,cavalier,4.7,adam moerder
792,3175,the frames,burn the maps,4.7,jason crock
793,6216,pedro the lion,achilles heel,4.7,rob mitchum
794,12172,nightmares on wax,thought so,4.7,joe colly
795,13221,our brother the native,sacred psalms,4.7,ian cohen
796,6710,red hot chili peppers,stadium arcadium,4.7,rob mitchum
797,6624,q burns abstract message,invisible airline,4.7,paul cooper
798,12097,awesome color,electric aborigines,4.7,stuart berman
799,13598,the slits,trapped animal,4.7,david raposa
800,19497,wolves in the throne room,celestite,4.7,grayson haver currin
801,1573,the concretes,in colour,4.7,ryan dombal
802,13117,the lemonheads,varshons,4.7,stephen m. deusner
803,13309,cage,depart from me,4.7,jayson greene
804,20089,howlin rain,mansion songs,4.7,stephen m. deusner
805,12572,the standard,swimmer,4.7,joshua klein
806,17259,vitalic,rave age,4.7,larry fitzmaurice
807,9255,meg and dia,something real,4.7,zach baron
808,2631,greg dulli,amber headlights,4.7,stephen m. deusner
809,8065,mary timony,mountains,4.7,brent dicrescenzo
810,4837,lone pigeon,concubine rice,4.7,brad haywood
811,3926,hot hot heat,scenes one through thirteen,4.7,matt stephens
812,9569,the who,endless wire,4.7,rob mitchum
813,16383,pretty good dance moves,limo,4.7,evan minsker
814,2260,deftones,deftones,4.7,andrew bryant
815,2679,echoboy,giraffe,4.7,michael idov
816,9626,cale parks,illuminated manuscript,4.7,grayson currin
817,3020,fc kahuna,machine says yes,4.7,mark martelli
818,10109,laura veirs,saltbreakers,4.7,rob mitchum
819,21857,big black delta,trgame tierra,4.7,mehan jayasuriya
820,8433,the velvet teen,out of the fierce parade,4.7,rob mitchum
821,9313,public enemy,bring that beat back,4.7,sean fennessey
822,14028,fyfe dangerfield,fly yellow moon,4.7,marc hogan
823,5522,the music,the music,4.7,chris dahlen
824,22079,desiigner,new english,4.7,matthew ramirez
825,17635,vietnam,an american dream,4.7,steven hyden
826,2959,marianne faithfull,vagabond ways,4.7,kristin sage rockermann
827,9600,the isles,perfumed lands,4.7,marc hogan
828,8982,oasis,dont believe the truth,4.7,joe tangari
829,15115,slaughterhouse,slaughterhouse,4.7,ian cohen
830,18733,eminem,the marshall mathers lp 2,4.7,craig jenkins
831,16291,cursive,i am gemini,4.7,ian cohen
832,4907,the lucksmiths,where were we,4.7,chris dahlen
833,10020,the aliens,astronomy for dogs,4.7,marc hogan
834,10169,maria taylor,lynn teeter flower,4.7,david raposa
835,7481,starsailor,on the outside,4.7,adam moerder
836,9390,kaki king,until we felt red,4.7,judson picco
837,17799,various artists,way to blue the songs of nick drake,4.7,stephen m. deusner
838,18762,xiu xiu,nina,4.7,mark richardson
839,9498,darkel,darkel,4.7,marc hogan
840,2656,early day miners,jefferson at rest,4.7,rob mitchum
841,881,david bowie,hours,4.7,ryan schreiber
842,16125,keepaway,black flute,4.7,ian cohen
843,17704,dog bite,velvet changes,4.6,steven hyden
844,6726,red stars theory,ep,4.6,spencer owen
845,13480,pearl jam,backspacer,4.6,joshua love
846,4042,i can lick any sonofabitch in the house,creepy little noises,4.6,brian james
847,10374,beastie boys,the mix up,4.6,rob mitchum
848,10635,kano,london town,4.6,ryan dombal
849,12012,david banner,the greatest story ever told,4.6,tom breihan
850,5659,mixel pixel,contact kid,4.6,jason crock
851,11932,the watson twins,fire songs,4.6,joshua love
852,12433,lee scratch perry,scratch came scratch saw scratch conquered,4.6,nate patrin
853,10637,vhs or beta,bring on the comets,4.6,nate patrin
854,11482,imaad wasif,strange hexes,4.6,brian howe
855,11922,martina topley bird,the blue god,4.6,liz colville
856,11610,nerd,seeing sounds,4.6,ian cohen
857,13097,starlight mints,change remains,4.6,matthew perpetua
858,17824,mad season,above,4.6,stephen m. deusner
859,16250,of montreal,paralytic stalks,4.6,larry fitzmaurice
860,14545,endless boogie,full house head,4.6,paul thompson
861,20468,matt and kim,new glow,4.6,evan rytlewski
862,7072,sentridoh,lou bs wasted pieces 87 93,4.6,mark richardson
863,16709,jukebox the ghost,safe travels,4.6,lindsay zoladz
864,12867,bosque brown,baby,4.6,matthew perpetua
865,9098,danger doom,the occult hymn,4.6,rob mitchum
866,8770,wesley willis,greatest hits vol 3,4.6,jedediah gilchrist
867,14936,floored by four,floored by four,4.6,tal rosenberg
868,2288,desaparecidos,read music speak spanish,4.6,rob mitchum
869,21574,violent femmes,we can do anything,4.6,douglas wolk
870,10938,david bowie,david bowie box,4.6,joshua klein
871,19892,johnny marr,playland,4.6,jason heller
872,53,aden,topsiders,4.6,kevin adickes
873,13368,the temper trap,conditions,4.6,marc hogan
874,3153,for stars,it falls apart,4.6,sam ubl
875,10852,daft punk,daft punk discovered a collection of daft funk samples,4.6,nate patrin
876,7275,patti smith,gung ho,4.6,michael sandlin
877,19816,u2,songs of innocence,4.6,rob mitchum
878,14641,interpol,interpol,4.6,nitsuh abebe
879,5128,masakatsu takagi,opus pia,4.6,eric carr
880,15609,vast aire,ox 2010 a street odyssey,4.6,nate patrin
881,16574,electric guest,mondo,4.6,ian cohen
882,15047,the octopus project,hexadecagon,4.6,grayson currin
883,3140,the folk implosion,the new folk implosion,4.6,eric carr
884,4578,matt and bubba kadane,music from the film hell house,4.6,stephen m. deusner
885,3011,fatboy slim,palookaville,4.6,johnny loftus
886,18616,black devil disco club,black moon white sun,4.6,nate patrin
887,5831,non phixion,the future is now,4.6,sam chennault
888,7142,sightings,sightings,4.6,dominique leone
889,11128,goldfrapp,seventh tree,4.6,nate patrin
890,13087,eels,hombre lobo 12 songs of desire,4.6,ian cohen
891,14252,various artists,kitsun maison compilation 9 petit bateau edition,4.6,larry fitzmaurice
892,22356,steve buscemi & elliott sharp,rub out the word,4.6,saby reyes-kulkarni
893,8989,mobb deep,blood money,4.6,tom breihan
894,19899,the fall,live uurop viii xii places in sun and winter son,4.6,nick neyland
895,12325,margot and the nuclear so and sos,animal,4.5,joshua klein
896,13276,felix da housecat,he was king,4.5,jess harvell
897,12314,keane,perfect symmetry,4.5,tom ewing
898,12302,the howling hex,earth junk,4.5,mia clarke
899,12241,mogwai,the hawk is howling,4.5,grayson currin
900,7509,stereophonics,language sex violence other,4.5,adam moerder
901,118,daevid allens university of errors,e2 x 10  tenure,4.5,matt lemay
902,7528,stratford 4,love and distortion,4.5,andrew bryant
903,12688,van morrison,astral weeks live at the hollywood bowl,4.5,marc hogan
904,10053,the finches,human like a house,4.5,adam moerder
905,12948,immaculate machine,high on jackson hill,4.5,eric harvey
906,18548,justin timberlake,the 20 20 experience 2 of 2,4.5,ryan dombal
907,113,all girl summer fun band,all girl summer fun band,4.5,alison fields
908,5506,mm,summer make good,4.5,nick sylvester
909,7030,schneider tm,reconfigures,4.5,mark richardson
910,7756,surferosa,shanghai my heart,4.5,sam ubl
911,10463,unkle,war stories,4.5,ryan dombal
912,18637,the dismemberment plan,uncanney valley,4.5,paul thompson
913,18314,edward sharpe and the magnetic zeros,edward sharpe and the magnetic zeros,4.5,paul thompson
914,13101,big star,1 record   radio city,4.5,stephen m. deusner
915,15387,joan as police woman,the deep field,4.5,david raposa
916,12621,kylie minogue,boombox,4.5,andy battaglia
917,824,blues goblins,blues goblins,4.5,rob mitchum
918,18348,sarah lee guthrie and johnny irion,wassaic way,4.5,stephen m. deusner
919,14379,common,go common classics,4.5,ryan dombal
920,22521,kings of leon,walls,4.5,ryan leas
921,13116,lil wayne,rebirth,4.5,ryan dombal
922,15238,heidecker and wood,starting from nowhere,4.5,matthew perpetua
923,13202,david bowie,vh1 storytellers,4.5,patrick sisson
924,19667,various artists,beck song reader,4.5,mike powell
925,2711,el guapo,fake french,4.5,rob mitchum
926,12185,digitalism,kitsun tabloid,4.5,mike orme
927,13445,jay z,the blueprint 3,4.5,ian cohen
928,10561,travis morrison hellfighters,all yall,4.5,jason crock
929,10281,guided by voices,live from austin tx,4.5,matt lemay
930,16426,madonna,mdna,4.5,matthew perpetua
931,18991,total slacker,slip away,4.5,evan minsker
932,10282,young jeezy presents usda,cold summer,4.5,tom breihan
933,9047,the go team,audio assault course,4.5,rob mitchum
934,13656,weezer,raditude,4.5,rob mitchum
935,13679,six finger satellite,a good year for hardness,4.5,jason crock
936,11171,guilty simpson,ode to the ghetto,4.5,ian cohen
937,876,botch,an anthology of dead ends,4.5,isaiah violante
938,22686,post malone,stoney,4.5,matthew ramirez
939,21683,charli xcx,vroom vroom,4.5,laura snapes
940,16796,piano magic,life has not finished with me yet,4.5,jess harvell
941,21026,prince,hitnrun phase one,4.5,seth colter walls
942,16296,lafur arnalds,living room songs,4.5,joe colly
943,16873,the field,looping state of mind remixe,4.5,jess harvell
944,10992,dj drama,gangsta grillz the album,4.5,evan mcgarvey
945,17092,2 chainz,based on a tru story,4.5,david drake
947,7986,themselves,the no music,4.5,sam chennault
948,7251,slum village,trinity past present and future,4.5,sam chennault
949,17369,rihanna,unapologetic,4.5,jessica hopper
950,21788,ramriddlz,venis,4.5,craig jenkins
951,13935,peter gabriel,scratch my back,4.5,mark richardson
952,17370,dinosaur jr,chocomel daze,4.5,stuart berman
953,4876,lovage,music to make love to your old lady by,4.5,kevin adickes
954,20520,muse,drones,4.5,ian cohen
955,3594,guided by voices,hold on hope,4.5,matt lemay
956,18832,nina kraviz,mr jones,4.5,gabriel szatan
957,3099,flickerstick,welcoming home the astronauts,4.5,nathan rooney
958,13014,arctic monkeys,arctic monkeys at the apollo,4.5,ryan dombal
959,16238,lindstrm,six cups of rebel,4.5,andrew ryce
960,9738,mos def,true magic,4.5,sean fennessey
961,12018,daedelus,love to make music to,4.5,evan mcgarvey
962,12076,ulrich schnauss,stars,4.5,mark pytlik
963,20423,palma violets,danger in the club,4.5,laura snapes
964,18022,m83,oblivion,4.5,brian howe
965,16203,various artists,pop ambient 2012,4.5,andrew gaerig
966,10146,black rebel motorcycle club,baby 81,4.5,eric harvey
967,19359,lee bains iii and the glory fires,dereconstructed,4.5,stephen m. deusner
968,15900,dj shadow,the less you know the better,4.5,ian cohen
969,13555,various artists,ciao my shining star the songs of mark mulcahy,4.5,rob mitchum
970,3397,garbage,bleed like me,4.5,stephen m. deusner
971,9503,nicolay,here,4.4,grayson currin
972,5971,old time relijun,la sirena de pecera,4.4,michael sandlin
973,10869,various artists,big change songs for finca,4.4,stephen m. deusner
974,14744,ice cube,i am the west,4.4,ian cohen
975,2870,exhaust,enregistreur,4.4,chris dahlen
976,1228,john cale,black acetate,4.4,matthew murphy
977,5724,the national trust,kings and queens,4.4,ryan dombal
978,12956,thunderheist,thunderheist,4.4,adam moerder
979,1388,cex,tall dark and handcuffed,4.4,william bowers
980,18450,wolfgang voigt,zukunft ohne menschen,4.4,andrew gaerig
981,12133,darker my love,2,4.4,adam moerder
982,22708,ab soul,do what thou wilt,4.4,sheldon pearce
983,17490,colin stetson mats gustafsson,stones,4.4,brian howe
984,5824,rancid nofx,byo split series vol iii,4.4,cory byrom
985,12095,stereo mcs,double bubble,4.4,ian cohen
986,9197,jr ewing,maelstrom,4.4,zach baron
987,2963,faithless,sunday 8pm,4.4,james p. wisdom
988,15562,digitalism,i love you dude,4.4,eric grandy
989,2291,destroyer,this night,4.4,ryan kearney
990,8776,wonderful,god bless our pad,4.4,nick sylvester
991,12529,gregory and the hawk,moenie and kitchi,4.4,joshua klein
992,1424,cherry valence,riffin,4.4,brian james
993,11412,dead child,attack,4.4,robbie mackey
994,2333,dirty vegas,dirty vegas,4.4,eric carr
995,79,air alessandro baricco,city reading,4.4,mark richardson
996,2608,dr dog,easy beat,4.4,david raposa
997,9615,summer hymns,backward masks,4.4,jason crock
